,id,vibFreq,vibStd,vibExtent,vibExtentStd,vibPerc
0,00295,4.538619759917376,0.116146917483108,13.952858398342777,8.531371787645181,0.899171270718232
1,00296,4.90024930180172,0.1710757976082016,37.5270650981011,3.314029295021166,1.0
2,00297,5.75362299956266,1.4767048004027326,59.85160602734194,7.382918789290399,1.0
3,00298,5.969611686135605,0.8509597978516136,12.456318418473504,2.0044798283190173,0.9067961165048544
4,00302,7.950713365672974,0.9088722760732554,24.619214484468905,2.809469524533575,1.0
5,00303,4.667226774580875,0.0702563572914692,67.15030406307253,4.538338725725512,1.0
6,00304,4.504027225393734,0.5498254572636898,23.94435813916219,7.267953670585374,1.0
7,00306,5.819564023203665,0.0483741211805463,59.94974708609329,2.4361818440422027,1.0
8,00307,6.904763301678769,0.2503955852381115,28.676388126728117,11.848522195895464,1.0
9,00308,7.22961592566775,1.259452052151917,19.464504328130964,3.9011675029477457,1.0
10,00309,5.98819283031266,0.2896360900690168,32.44487754902872,4.372852443627947,1.0
11,00310,6.715985967841212,0.9980656296686812,21.885076265834943,4.470073542525033,1.0
12,00311,5.603861745127172,0.0411095088243769,62.3740602974437,1.9911845878126648,1.0
13,00312,5.391356433960644,0.0844208690170586,61.30700111160365,4.175529170097589,1.0
14,00314,3.843034326298152,0.8198049278460474,15.303795131802076,5.221697336843465,0.6601705237515225
15,00317,5.001096917563123,0.1231311625391823,47.76015382962952,8.121662526481977,1.0
16,00320,6.442937487695703,0.0457484455063615,78.30593114266797,2.047846271842235,1.0
17,00321,6.637406217677801,0.0819832320753929,31.408512260636588,2.647901663165157,1.0
18,00322,6.670220545089268,0.130554037569169,31.735585668357075,2.619611012913175,1.0
19,00323,7.226358271814699,1.181461176349651,20.91516634557456,8.707727873946572,1.0
20,00325,6.431555234787862,1.6245903130915214,7.6232357519039375,1.8303927644452749,0.4303329223181257
21,00326,4.443253294240478,0.4281783853709088,8.92914647160619,3.5857764393135887,0.7678571428571429
22,00329,4.542123934749257,0.0497536186344169,74.87908010929927,2.552335329009662,1.0
23,00331,7.079213808082878,0.0834476231859167,3.7734494439646737,0.0831379551732542,0.0306451612903225
24,00333,5.071589599893222,0.901998879091979,18.73607343860157,2.916860026535644,0.7567567567567568
25,00334,5.2549516300346415,0.1119921277285304,32.223213826602176,18.06068715356535,1.0
26,00335,5.49581282723901,0.0225632557656144,42.59511861926542,1.9245790347584004,1.0
27,00336,6.369467660141738,0.3368541130161687,27.479215780600352,7.6658961523599185,1.0
28,00337,5.0806371483177335,0.1643374317982898,72.35521376366431,2.082032297609867,1.0
29,00339,6.236769754932196,0.1426580670229545,51.46178287686351,2.238404840237452,1.0
30,00340,6.221365614825559,1.141598971414134,15.869772224174136,1.5761939505838576,1.0
31,00344,6.342687493157026,0.2492277165128577,13.224461401262449,4.801783654298873,0.8167832167832167
32,00345,6.501494583149822,0.1592908142079827,51.10559581942293,3.2279364950175315,1.0
33,00346,5.51761988187335,0.0524628463121882,33.10826090481461,2.154335864971664,1.0
34,00348,5.403505351277063,0.0852944710254137,19.38065539432864,10.361237783370449,1.0
35,00349,6.652751549381317,0.0803788840578483,48.996607007013175,6.45573317757833,1.0
36,00350,5.959507708058784,0.1397729456498947,22.94798905112423,2.492456108530635,1.0
37,00351,6.037252660656475,0.4216700625206194,15.391344289617384,3.2293151014826997,1.0
38,00352,5.127856541467904,0.0935660441583309,43.18160319215657,4.98343786689936,1.0
39,00353,5.738341206872172,0.166384862634978,13.483616646674108,1.698739693102961,1.0
40,00354,4.323887291535069,0.3021618041302631,13.009944896256004,1.6897078660929277,1.0
41,00355,4.804571560776303,0.1095466607868517,40.669962347422775,3.759736885093585,1.0
42,00357,4.853649068904029,1.1217149087124965,8.428903364556275,2.3346437061840475,0.489247311827957
43,00358,5.544436433956358,0.0932401021391444,45.4484643719399,5.678132628393863,1.0
44,00359,5.213054926197032,0.0922301412411893,28.426540553998684,1.4769883973029492,1.0
45,00360,6.185999784368192,0.0693953887588182,45.59747796487306,1.6570433131204183,1.0
46,00362,5.609475906625038,0.8328129382991643,18.50915343631204,2.5791234716693903,1.0
47,00363,5.596355506560444,0.0930787472463208,42.52829918442324,6.213760635157514,1.0
48,00364,5.647690446125353,0.1177354686536565,53.09993939085476,4.73705624750077,1.0
49,00365,5.526431831841065,0.0601205931968232,60.44149616655269,4.997357502021646,1.0
50,00367,6.29083615305981,1.068449000377164e-14,32.77051906508974,7.293349171301738,1.0
51,00370,5.781863598436519,0.102873635932543,43.02715854293091,3.1032082738900626,1.0
52,00371,6.688409974230534,0.1273089097673791,27.123316162155305,5.869661594004725,1.0
53,00372,5.123970907232671,0.0540724694016916,60.95020008470959,3.039150215602376,1.0
54,00373,3.889052744714403,0.5465384886792811,11.35313344143448,1.1068947590222338,0.7113594040968343
55,00374,5.44531375330004,0.1249187290890068,14.731809369072426,5.4816025461904925,0.9273743016759776
56,00377,4.9250700370824925,0.0929437923506805,30.94018925670002,7.379987889145385,1.0
57,00381,5.696944443929532,1.278085989972673,25.5095426742954,8.163800193317483,1.0
58,00382,5.111337903802439,0.0987715736283349,79.06401592040271,3.972461275684625,1.0
59,00384,5.739196971544782,0.0982954017322495,16.437244833650254,3.278750907813277,1.0
60,00386,5.088612189976006,0.069329716671822,32.1526754865995,2.4148881900190973,1.0
